City,EmployeeID,EmployeeName,NumOpens,Role,RoleID,Username,YearsAtCompany,"_time"
"San Francisco",119028,"Maria Franco",413,"Registered Nurse",24216185,MFRANCO,1,"1477526400.000"
Seattle,119147,"Sandra Greer",413,"Occupational Therapist",24214159,SGREER,7,"1477526400.000"
Denver,129773,"Stefanie Fletcher",413,DBA,24209801,SFLETCHER,6,"1477526400.000"
"San Francisco",126694,"Alan Shepherd",414,DBA,24209801,ASHEPHERD,9,"1477526400.000"
"San Diego",131747,"Brandon Parrish",414,"Registered Nurse",24216185,BPARRISH,2,"1477526400.000"
"San Francisco",139806,"Brianna Rosales",414,DBA,24209801,BROSALES,6,"1477526400.000"
"San Francisco",105771,"Chelsea Garrison",414,DBA,24209801,CGARRISON,0,"1477526400.000"
"Santa Rosa",124315,"Erica Gregory",414,"Registered Nurse, Behavioral Health",24216427,EGREGORY,9,"1477526400.000"
"San Diego",108178,"Geoffrey Franklin",414,"Physician, Hospitalist Service",24215364,GFRANKLIN,5,"1477526400.000"
"Santa Rosa",100182,"Mark Kaiser",414,"Registered Nurse",24216185,MKAISER,7,"1477526400.000"
"San Diego",111569,"Patricia Drake",414,DBA,24209801,PDRAKE,4,"1477526400.000"
"San Francisco",123475,"Rebekah Leonard",414,"Registered Nurse",24216185,RLEONARD,8,"1477526400.000"
Honolulu,130510,"Linda Rios",415,"Registered Nurse",24216185,LRIOS,1,"1477526400.000"
Honolulu,119687,"Misty Turner",415,"Unit Secretary",24219221,MTURNER,10,"1477526400.000"
"Santa Rosa",136906,"Nicole Weeks",415,DBA,24209801,NWEEKS,7,"1477526400.000"
Seattle,106144,"Pamela Holmes",415,"Speech Therapist",24219154,PHOLMES,10,"1477526400.000"
"San Diego",103997,"Reginald Henry",415,DBA,24209801,RHENRY,9,"1477526400.000"
"San Diego",119270,"Ana Fitzgerald",416,"Speech Therapist",24219154,AFITZGERALD,5,"1477526400.000"
Seattle,119307,"Jaclyn Mendoza",416,DBA,24209801,JMENDOZA,7,"1477526400.000"
Denver,138236,"Raymond Smith",416,DBA,24209801,RSMITH,4,"1477526400.000"
Seattle,135549,"Ruben Hawkins",416,DBA,24209801,RHAWKINS,3,"1477526400.000"
"San Diego",112833,"Virginia Church",416,"Registered Nurse",24216185,VCHURCH,9,"1477526400.000"
Denver,138093,"Derek Roberson",417,DBA,24209801,DROBERSON,7,"1477526400.000"
"Santa Rosa",117705,"Gabriel Mullins",417,DBA,24209801,GMULLINS,6,"1477526400.000"
Denver,134372,"Geoffrey Conrad",417,DBA,24209801,GCONRAD,1,"1477526400.000"
"Santa Rosa",122036,"Jeremiah Olsen",417,DBA,24209801,JOLSEN,7,"1477526400.000"
Seattle,123807,"Alison Maxwell",418,"Registered Nurse",24216185,AMAXWELL,6,"1477526400.000"
Honolulu,127629,"Casey English",418,"Physical Therapist",24214774,CENGLISH,9,"1477526400.000"
Denver,125077,"Clayton Evans",418,"Occupational Therapist",24214159,CEVANS,2,"1477526400.000"
Seattle,120425,"Hannah Horton",418,"Registered Nurse",24216185,HHORTON,9,"1477526400.000"
"San Diego",121942,"Renee Ibarra",418,"Registered Nurse",24216185,RIBARRA,8,"1477526400.000"
Denver,114869,"Frederick Abbott",419,"Occupational Therapist",24214159,FABBOTT,7,"1477526400.000"
Denver,107820,"Kristi Gray",419,"Registered Nurse",24216185,KGRAY,5,"1477526400.000"
Honolulu,130280,"Lawrence Noble",419,"Physical Therapist",24214774,LNOBLE,10,"1477526400.000"
"San Diego",117290,"Priscilla Wilkinson",419,"Occupational Therapist",24214159,PWILKINSON,5,"1477526400.000"
Denver,105939,"Tammy Meza",419,"Unit Secretary",24219221,TMEZA,2,"1477526400.000"
"Santa Rosa",105923,"Walter Gonzalez",419,"Registered Nurse",24216185,WGONZALEZ,9,"1477526400.000"
Denver,127636,"Cynthia Buchanan",420,DBA,24209801,CBUCHANAN,7,"1477526400.000"
"San Diego",135131,"Jermaine Montgomery",420,DBA,24209801,JMONTGOMERY,6,"1477526400.000"
"Santa Rosa",119135,"Kenneth Wade",420,DBA,24209801,KWADE,5,"1477526400.000"
Seattle,118196,"Marie Alvarado",420,"Unit Secretary",24219221,MALVARADO,8,"1477526400.000"
"San Francisco",123226,"Kelsey Werner",421,DBA,24209801,KWERNER,10,"1477526400.000"
Seattle,135381,"Mitchell Frank",421,DBA,24209801,MFRANK,3,"1477526400.000"
Seattle,100166,"Rachael Vance",421,"Physical Therapist",24214774,RVANCE,6,"1477526400.000"
Denver,122031,"Roy Jacobson",421,DBA,24209801,RJACOBSON,2,"1477526400.000"
"San Diego",118286,"Scott Wilkinson",421,"Occupational Therapist",24214159,SWILKINSON,4,"1477526400.000"
"San Francisco",113778,"Christine Foley",422,DBA,24209801,CFOLEY,4,"1477526400.000"
"San Diego",120269,"Brittany Bowen",423,DBA,24209801,BBOWEN,1,"1477526400.000"
"San Diego",127909,"Cassie Campbell",423,DBA,24209801,CCAMPBELL,9,"1477526400.000"
"Santa Rosa",119249,"James Byrd",423,DBA,24209801,JBYRD,10,"1477526400.000"
Seattle,132136,"Lacey Green",423,DBA,24209801,LGREEN,7,"1477526400.000"
Denver,105651,"Shawn Benjamin",423,"Registered Nurse",24216185,SBENJAMIN,6,"1477526400.000"
"San Diego",133846,"Tanya Johnson",423,"Registered Nurse",24216185,TJOHNSON,4,"1477526400.000"
Honolulu,119788,"Tiffany Aguirre",423,"Registered Nurse",24216185,TAGUIRRE,4,"1477526400.000"
"Santa Rosa",110317,"Bryan Molina",424,"Occupational Therapist",24214159,BMOLINA,4,"1477526400.000"
Honolulu,116610,"Jesse Morrow",424,"Registered Nurse",24216185,JMORROW,3,"1477526400.000"
"San Francisco",116008,"Pamela Armstrong",424,Transport,107938504,PARMSTRONG,7,"1477526400.000"
Denver,111558,"Adam Sims",425,DBA,24209801,ASIMS,0,"1477526400.000"
Seattle,105083,"Charles Weber",425,"Physician CPOE",24214989,CWEBER,7,"1477526400.000"
"San Francisco",100121,"Vincent Berry",425,"Registered Nurse",24216185,VBERRY,9,"1477526400.000"
Denver,112420,"Autumn Villegas",426,"Registered Nurse",24216185,AVILLEGAS,3,"1477526400.000"
"San Francisco",103829,"Cheryl Mckay",426,Transport,107938504,CMCKAY,7,"1477526400.000"
"San Diego",123990,"Cindy Farrell",426,"Registered Nurse",24216185,CFARRELL,2,"1477526400.000"
"San Francisco",132913,"Corey Daniels",426,"Occupational Therapist",24214159,CDANIELS,6,"1477526400.000"
"San Francisco",111053,"Samantha Wang",426,"Registered Nurse",24216185,SWANG,4,"1477526400.000"
Seattle,103270,"Stephen Burgess",426,"Registered Nurse",24216185,SBURGESS,8,"1477526400.000"
Honolulu,125058,"Tammy Crawford",426,DBA,24209801,TCRAWFORD,2,"1477526400.000"
Honolulu,112795,"Jordan Wang",427,"Physical Therapist",24214774,JWANG,1,"1477526400.000"
Seattle,135151,"Leah Orr",427,DBA,24209801,LORR,0,"1477526400.000"
"San Diego",104495,"Linda Steele",427,Transport,107938504,LSTEELE,2,"1477526400.000"
"Santa Rosa",127871,"Mario Macias",427,DBA,24209801,MMACIAS,9,"1477526400.000"
Denver,129430,"Ronald Collins",427,"Registered Nurse",24216185,RCOLLINS,6,"1477526400.000"
"San Diego",100017,"Sharon Elliott",427,DBA,24209801,SELLIOTT,10,"1477526400.000"
"San Diego",110227,"Brandy Higgins",428,Transport,107938504,BHIGGINS,1,"1477526400.000"
Denver,129656,"Marc Bruce",428,"Registered Nurse",24216185,MBRUCE,5,"1477526400.000"
Seattle,100590,"Carolyn Frazier",429,DBA,24209801,CFRAZIER,5,"1477526400.000"
Seattle,111664,"Jaime Luna",429,Transport,107938504,JLUNA,2,"1477526400.000"
Seattle,112708,"Kimberly Barr",429,"Registered Nurse",24216185,KBARR,2,"1477526400.000"
Denver,108169,"Shannon Cain",429,"Nursing Student",24214009,SCAIN,9,"1477526400.000"
Seattle,116722,"Stacy Riddle",429,"Physical Therapist",24214774,SRIDDLE,4,"1477526400.000"
"San Diego",111323,"Emily Bright",430,"Speech Therapist",24219154,EBRIGHT,8,"1477526400.000"
Seattle,117239,"Martin Robles",430,DBA,24209801,MROBLES,6,"1477526400.000"
Seattle,129412,"William Harris",4304,"Registered Nurse",24216185,WHARRIS,7,"1477526400.000"
Honolulu,127763,"Christy Zhang",431,"Physician CPOE",24214989,CZHANG,6,"1477526400.000"
Honolulu,104722,"Francisco Castro",431,Transport,107938504,FCASTRO,3,"1477526400.000"
Honolulu,121897,"Patricia Clay",431,DBA,24209801,PCLAY,1,"1477526400.000"
Honolulu,126488,"Vanessa Singleton",432,"Registered Nurse",24216185,VSINGLETON,1,"1477526400.000"
"San Diego",107832,"Larry Barton",433,DBA,24209801,LBARTON,5,"1477526400.000"
"Santa Rosa",101106,"Michele Dodson",433,DBA,24209801,MDODSON,8,"1477526400.000"
Seattle,121044,"Alejandro Cooper",435,"Registered Nurse",24216185,ACOOPER,8,"1477526400.000"
"San Francisco",102866,"Angel Knight",435,Transport,107938504,AKNIGHT,0,"1477526400.000"
"San Francisco",100143,"Gregory Hudson",435,DBA,24209801,GHUDSON,7,"1477526400.000"
"San Francisco",121115,"Jorge Cabrera",435,"Registered Nurse",24216185,JCABRERA,0,"1477526400.000"
"Santa Rosa",102375,"Nina Duran",435,Transport,107938504,NDURAN,0,"1477526400.000"
Seattle,100740,"Nancy Mason",437,DBA,24209801,NMASON,5,"1477526400.000"
"San Francisco",119945,"Brendan Stone",438,"Occupational Therapist",24214159,BSTONE,9,"1477526400.000"
"Santa Rosa",134021,"Nicholas Santana",438,DBA,24209801,NSANTANA,2,"1477526400.000"
Seattle,125962,"Brooke Snyder",440,Transport,107938504,BSNYDER,6,"1477526400.000"
"San Francisco",122786,"Candace Fritz",440,DBA,24209801,CFRITZ,8,"1477526400.000"
"Santa Rosa",120781,"Jermaine Bautista",442,"Physical Therapist",24214774,JBAUTISTA,2,"1477526400.000"
Denver,114541,"Jack Bishop",445,"Registered Nurse",24216185,JBISHOP,6,"1477526400.000"
"San Diego",121271,"Derrick Hinton",449,DBA,24209801,DHINTON,6,"1477526400.000"
Denver,114898,"Abigail Osborn",450,"Registered Nurse",24216185,AOSBORN,6,"1477526400.000"
"San Diego",120510,"Chase Thompson",456,"Registered Nurse",24216185,CTHOMPSON,3,"1477526400.000"
Seattle,112782,"Ryan Wallace",456,"Unit Secretary",24219221,RWALLACE,6,"1477526400.000"
"San Diego",125863,"Francisco Crane",760,"Registered Nurse",24216185,FCRANE,5,"1477526400.000"
Seattle,132304,"Clayton Lam",807,"Registered Nurse",24216185,CLAM,1,"1477526400.000"
"San Diego",100377,"Angelica Graham",808,"Occupational Therapist",24214159,AGRAHAM,2,"1477526400.000"
Seattle,130730,"Cory Wiley",810,"Registered Nurse",24216185,CWILEY,2,"1477526400.000"
"San Diego",121919,"Travis Reeves",810,"Physical Therapist",24214774,TREEVES,7,"1477526400.000"
"San Diego",101701,"Roger Wise",812,DBA,24209801,RWISE,1,"1477526400.000"
Denver,128146,"Marie Smith",816,DBA,24209801,MSMITH,4,"1477526400.000"
"San Diego",103844,"Lauren Walters",817,"Registered Nurse",24216185,LWALTERS,3,"1477526400.000"
"San Diego",123139,"Chase Weiss",818,"Registered Nurse",24216185,CWEISS,5,"1477526400.000"
"San Diego",132249,"Brian Francis",820,"Registered Nurse",24216185,BFRANCIS,7,"1477526400.000"
Honolulu,101749,"Rachel Shannon",822,Transport,107938504,RSHANNON,3,"1477526400.000"
Seattle,134434,"Billy Gamble",823,DBA,24209801,BGAMBLE,5,"1477526400.000"
Seattle,119570,"Jacqueline Andrade",824,DBA,24209801,JANDRADE,6,"1477526400.000"
Denver,134393,"Amy Booker",826,"Physical Therapist",24214774,ABOOKER,7,"1477526400.000"
"San Francisco",116210,"Jaclyn Mooney",826,DBA,24209801,JMOONEY,9,"1477526400.000"
"San Francisco",127079,"Taylor Atkins",828,"Registered Nurse",24216185,TATKINS,4,"1477526400.000"
Seattle,108521,"Melinda House",829,"Physical Therapist",24214774,MHOUSE,2,"1477526400.000"
"San Francisco",127819,"Ricky Ball",830,"Registered Nurse",24216185,RBALL,3,"1477526400.000"
Honolulu,109506,"Brad Simmons",831,Transport,107938504,BSIMMONS,8,"1477526400.000"
Honolulu,107348,"Colleen Frazier",831,"Registered Nurse",24216185,CFRAZIER,3,"1477526400.000"
Denver,117139,"Jonathon Hancock",831,"Physician CPOE",24214989,JHANCOCK,2,"1477526400.000"
"San Diego",100691,"Aaron Bullock",832,"Midlevel Provider, Hospitalist",24213304,ABULLOCK,3,"1477526400.000"
"San Diego",130078,"Autumn Shah",832,DBA,24209801,ASHAH,5,"1477526400.000"
"San Diego",137085,"Heidi Mcintosh",832,"Registered Nurse",24216185,HMCINTOSH,7,"1477526400.000"
Seattle,108422,"Jose Huber",832,"Physical Therapist",24214774,JHUBER,2,"1477526400.000"
Denver,111091,"Austin Roman",833,DBA,24209801,AROMAN,8,"1477526400.000"
"San Diego",115812,"Cassie Schwartz",833,"Physician CPOE",24214989,CSCHWARTZ,9,"1477526400.000"
"San Francisco",125027,"Erik Mcgee",833,DBA,24209801,EMCGEE,5,"1477526400.000"
Honolulu,133069,"Lee Rosales",833,"Occupational Therapist",24214159,LROSALES,4,"1477526400.000"
Seattle,115349,"Gary Dunlap",835,DBA,24209801,GDUNLAP,1,"1477526400.000"
"Santa Rosa",117911,"Maurice Terrell",835,"Speech Therapist",24219154,MTERRELL,5,"1477526400.000"
Honolulu,129416,"Meagan Tyler",8355,DBA,24209801,MTYLER,0,"1477526400.000"
"San Diego",126368,"Lauren Dillon",836,"Registered Nurse",24216185,LDILLON,1,"1477526400.000"
"Santa Rosa",111631,"Angel Garcia",838,"Registered Nurse",24216185,AGARCIA,7,"1477526400.000"
Seattle,119581,"Donald Henderson",839,DBA,24209801,DHENDERSON,4,"1477526400.000"
Seattle,135428,"Gerald James",839,DBA,24209801,GJAMES,4,"1477526400.000"
Denver,106997,"Rachel Glenn",840,DBA,24209801,RGLENN,1,"1477526400.000"
Honolulu,112307,"Russell Zuniga",842,DBA,24209801,RZUNIGA,2,"1477526400.000"
"Santa Rosa",132252,"Colleen Joseph",843,"Physician CPOE",24214989,CJOSEPH,10,"1477526400.000"
"San Diego",139317,"Michelle Parrish",843,"MedRec Audit",24209801,MPARRISH,3,"1477526400.000"
"San Diego",106062,"Peter Blackwell",843,DBA,24209801,PBLACKWELL,1,"1477526400.000"
Denver,101797,"Christian Cherry",844,"Registered Nurse",24216185,CCHERRY,6,"1477526400.000"
Honolulu,119993,"Lacey Oneill",844,"Registered Nurse, Case Management",24216672,LONEILL,6,"1477526400.000"
"San Francisco",137960,"Tracy Barron",844,"Physician CPOE",24214989,TBARRON,9,"1477526400.000"
"San Francisco",124934,"Trevor Boyd",844,"Registered Nurse",24216185,TBOYD,8,"1477526400.000"
"San Diego",106880,"Alyssa Mathews",845,"Speech Therapist",24219154,AMATHEWS,5,"1477526400.000"
"San Francisco",119935,"Jonathan Zamora",845,"Registered Nurse",24216185,JZAMORA,4,"1477526400.000"
"San Francisco",117107,"Adrian Meadows",846,"Registered Nurse",24216185,AMEADOWS,3,"1477526400.000"
"San Diego",110637,"Meghan Franklin",846,"Physical Therapist",24214774,MFRANKLIN,2,"1477526400.000"
"San Francisco",111881,"Lance Hayes",847,"Registered Nurse",24216185,LHAYES,8,"1477526400.000"
"Santa Rosa",135363,"Gerald Johnston",848,"Occupational Therapist",24214159,GJOHNSTON,7,"1477526400.000"
Honolulu,108800,"Brandi Martin",849,DBA,24209801,BMARTIN,1,"1477526400.000"
"Santa Rosa",120500,"Chase Ware",849,"Occupational Therapist",24214159,CWARE,8,"1477526400.000"
Denver,118566,"Karen Jefferson",849,Transport,107938504,KJEFFERSON,3,"1477526400.000"
Denver,107820,"Kristi Gray",849,"Registered Nurse",24216185,KGRAY,5,"1477526400.000"
Honolulu,128199,"Dylan Harmon",850,DBA,24209801,DHARMON,2,"1477526400.000"
"San Diego",109986,"Javier Harper",850,"Occupational Therapist",24214159,JHARPER,10,"1477526400.000"
"San Diego",128340,"Johnny Larson",850,"Registered Nurse",24216185,JLARSON,6,"1477526400.000"
"San Diego",137957,"Ross Deleon",850,"Occupational Therapist",24214159,RDELEON,7,"1477526400.000"
Denver,108171,"Sergio Zavala",850,DBA,24209801,SZAVALA,6,"1477526400.000"
"San Diego",136832,"Amber Hanson",851,"Registered Nurse",24216185,AHANSON,3,"1477526400.000"
"San Diego",114096,"Carlos Ritter",851,DBA,24209801,CRITTER,5,"1477526400.000"
Honolulu,102563,"Russell Bauer",851,DBA,24209801,RBAUER,6,"1477526400.000"
Denver,124945,"Shane Coleman",851,Transport,107938504,SCOLEMAN,8,"1477526400.000"
"San Diego",119101,"Shaun Molina",851,"Occupational Therapist",24214159,SMOLINA,1,"1477526400.000"
"San Diego",134409,"Tamara Hensley",851,DBA,24209801,THENSLEY,8,"1477526400.000"
"Santa Rosa",139741,"Alyssa Guerrero",852,"Registered Nurse",24216185,AGUERRERO,7,"1477526400.000"
"San Francisco",121724,"Barbara Lutz",852,DBA,24209801,BLUTZ,10,"1477526400.000"
"San Francisco",139306,"Cheryl Howard",852,"Nursing Student",24214009,CHOWARD,8,"1477526400.000"
"San Diego",138517,"Diana Mccormick",852,"Registered Nurse",24216185,DMCCORMICK,4,"1477526400.000"
Honolulu,136113,"Shane Jackson",852,DBA,24209801,SJACKSON,9,"1477526400.000"
"San Diego",138825,"Bryan Michael",853,"Registered Nurse",24216185,BMICHAEL,6,"1477526400.000"
"Santa Rosa",121898,"Caleb Pacheco",853,"Registered Nurse",24216185,CPACHECO,4,"1477526400.000"
Denver,126247,"Hannah Quinn",853,DBA,24209801,HQUINN,1,"1477526400.000"
Denver,136145,"Christian Griffith",854,DBA,24209801,CGRIFFITH,0,"1477526400.000"
Honolulu,102328,"Maria Lloyd",854,DBA,24209801,MLLOYD,6,"1477526400.000"
Honolulu,122179,"Oscar Lee",854,DBA,24209801,OLEE,2,"1477526400.000"
"San Francisco",129517,"George Bradford",855,"Physician CPOE",24214989,GBRADFORD,9,"1477526400.000"
Seattle,133738,"Jacob Burns",855,"Unit Secretary LDRP",53158672,JBURNS,2,"1477526400.000"
Honolulu,126395,"Joel Shepherd",855,"Midlevel Provider, Hospitalist",24213304,JSHEPHERD,0,"1477526400.000"
Denver,124723,"Whitney Velazquez",855,DBA,24209801,WVELAZQUEZ,6,"1477526400.000"
Seattle,107390,"Willie Evans",855,"Nursing Student",24214009,WEVANS,0,"1477526400.000"
"San Francisco",137550,"Kristina Palmer",856,"Registered Nurse",24216185,KPALMER,7,"1477526400.000"
Honolulu,106194,"Megan Kirby",856,DBA,24209801,MKIRBY,9,"1477526400.000"
"Santa Rosa",133626,"Sabrina Hammond",856,DBA,24209801,SHAMMOND,4,"1477526400.000"
Honolulu,137864,"Allison Bryan",857,"Registered Nurse",24216185,ABRYAN,4,"1477526400.000"
Denver,117431,"Linda Aguirre",857,"Occupational Therapist",24214159,LAGUIRRE,6,"1477526400.000"
Seattle,130240,"Michael Case",857,"Registered Nurse",24216185,MCASE,2,"1477526400.000"
"San Diego",126217,"Sara Austin",857,"Registered Nurse",24216185,SAUSTIN,3,"1477526400.000"
"San Diego",137589,"Clinton Dominguez",858,"Physician CPOE",24214989,CDOMINGUEZ,7,"1477526400.000"
"Santa Rosa",132281,"Donald Werner",858,"Occupational Therapist",24214159,DWERNER,3,"1477526400.000"
Seattle,128486,"Joel Villanueva",858,"Physician, Hospitalist Service",24215364,JVILLANUEVA,2,"1477526400.000"
Seattle,102432,"Joseph Hodge",858,"Registered Nurse",24216185,JHODGE,9,"1477526400.000"
Denver,104976,"Marie Wheeler",858,DBA,24209801,MWHEELER,3,"1477526400.000"
"San Diego",115716,"Brent Andrade",859,"Physician CPOE",24214989,BANDRADE,3,"1477526400.000"
"Santa Rosa",106684,"Carla Baird",859,DBA,24209801,CBAIRD,6,"1477526400.000"
Seattle,108741,"Jack Mcmahon",859,DBA,24209801,JMCMAHON,1,"1477526400.000"
Denver,136980,"Geoffrey Rowland",860,DBA,24209801,GROWLAND,8,"1477526400.000"
Seattle,117193,"Geoffrey Vasquez",860,DBA,24209801,GVASQUEZ,3,"1477526400.000"
"Santa Rosa",113470,"Lindsey Farley",860,DBA,24209801,LFARLEY,4,"1477526400.000"
Denver,131663,"Miguel Howard",860,DBA,24209801,MHOWARD,6,"1477526400.000"
Honolulu,113345,"Desiree Villanueva",861,"Registered Nurse",24216185,DVILLANUEVA,2,"1477526400.000"
"Santa Rosa",109321,"Emily Jones",861,Transport,107938504,EJONES,1,"1477526400.000"
"Santa Rosa",136906,"Nicole Weeks",861,DBA,24209801,NWEEKS,7,"1477526400.000"
"Santa Rosa",100626,"Cody Campbell",862,DBA,24209801,CCAMPBELL,8,"1477526400.000"
"Santa Rosa",135227,"Jennifer Sloan",862,DBA,24209801,JSLOAN,3,"1477526400.000"
Seattle,116336,"Jonathan Boyle",862,"Nursing Student",24214009,JBOYLE,9,"1477526400.000"
Honolulu,132811,"Nina Hanson",862,Transport,107938504,NHANSON,1,"1477526400.000"
Seattle,120477,"Ronald Page",862,"Registered Nurse",24216185,RPAGE,2,"1477526400.000"
"Santa Rosa",115865,"Terry Durham",862,"Physician CPOE",24214989,TDURHAM,7,"1477526400.000"
"Santa Rosa",124263,"Jaime Watts",863,"Occupational Therapist",24214159,JWATTS,5,"1477526400.000"
"San Diego",129550,"Andre Bennett",864,DBA,24209801,ABENNETT,3,"1477526400.000"
"San Diego",101959,"Heather Blevins",864,DBA,24209801,HBLEVINS,1,"1477526400.000"
Denver,130130,"Keith Kidd",864,Transport,107938504,KKIDD,1,"1477526400.000"
"San Francisco",138078,"Devin Carpenter",865,"Speech Therapist",24219154,DCARPENTER,7,"1477526400.000"
"Santa Rosa",116160,"Hector Solis",865,"Physical Therapist",24214774,HSOLIS,9,"1477526400.000"
"San Francisco",116008,"Pamela Armstrong",865,Transport,107938504,PARMSTRONG,7,"1477526400.000"
"San Francisco",117447,"Roger Goodwin",865,"Registered Nurse",24216185,RGOODWIN,5,"1477526400.000"
Honolulu,118858,"Sara Delgado",865,"Physician, Obstetrics & Gynecology",24215485,SDELGADO,9,"1477526400.000"
"San Diego",135131,"Jermaine Montgomery",866,DBA,24209801,JMONTGOMERY,6,"1477526400.000"
"San Diego",101012,"Kristina Cook",866,DBA,24209801,KCOOK,8,"1477526400.000"
Seattle,118196,"Marie Alvarado",866,"Unit Secretary",24219221,MALVARADO,8,"1477526400.000"
"Santa Rosa",109874,"Melinda Ewing",867,"Physician, Hospitalist Service",24215364,MEWING,6,"1477526400.000"
"San Diego",102760,"Jacob Burke",868,DBA,24209801,JBURKE,3,"1477526400.000"
Denver,116341,"Kelsey Hayden",868,"Registered Nurse",24216185,KHAYDEN,4,"1477526400.000"
Denver,125453,"Randy Lawrence",868,DBA,24209801,RLAWRENCE,0,"1477526400.000"
Denver,138236,"Raymond Smith",868,DBA,24209801,RSMITH,4,"1477526400.000"
"Santa Rosa",139792,"Stefanie Hendrix",868,"Physician CPOE",24214989,SHENDRIX,4,"1477526400.000"
Honolulu,103462,"Dominique Avila",869,DBA,24209801,DAVILA,8,"1477526400.000"
Honolulu,127970,"Drew Schaefer",869,Transport,107938504,DSCHAEFER,6,"1477526400.000"
Honolulu,130510,"Linda Rios",869,"Registered Nurse",24216185,LRIOS,1,"1477526400.000"
"San Francisco",126645,"Lindsey Hoffman",869,"Occupational Therapist",24214159,LHOFFMAN,4,"1477526400.000"
"San Francisco",107185,"Reginald Robles",869,DBA,24209801,RROBLES,4,"1477526400.000"
Seattle,134760,"Sandra Pugh",869,"Registered Nurse",24216185,SPUGH,0,"1477526400.000"
"San Diego",102968,"Terry Velez",869,"Occupational Therapist",24214159,TVELEZ,4,"1477526400.000"
Honolulu,128677,"Diana Pearson",870,DBA,24209801,DPEARSON,4,"1477526400.000"
"San Francisco",119256,"Erika Hays",870,"Social Worker",24219079,EHAYS,6,"1477526400.000"
"Santa Rosa",114755,"Katie Shannon",870,DBA,24209801,KSHANNON,2,"1477526400.000"
"Santa Rosa",101706,"Lindsey Cain",870,DBA,24209801,LCAIN,9,"1477526400.000"
"San Francisco",126383,"Ricardo Terrell",870,DBA,24209801,RTERRELL,2,"1477526400.000"
Seattle,114401,"Chase Curtis",871,DBA,24209801,CCURTIS,8,"1477526400.000"
"San Diego",122520,"Edwin Shelton",871,"Physical Therapist",24214774,ESHELTON,4,"1477526400.000"
Denver,100829,"Nancy Patrick",871,DBA,24209801,NPATRICK,2,"1477526400.000"
Seattle,139744,"Shane Ellis",871,"Occupational Therapist",24214159,SELLIS,3,"1477526400.000"
Denver,137967,"Carolyn Fisher",872,"Registered Nurse",24216185,CFISHER,5,"1477526400.000"
Honolulu,104170,"Emily Strickland",872,DBA,24209801,ESTRICKLAND,7,"1477526400.000"
"San Diego",109104,"George Shepherd",872,"Occupational Therapist",24214159,GSHEPHERD,9,"1477526400.000"
"San Francisco",112128,"Javier Morton",872,"Registered Nurse",24216185,JMORTON,3,"1477526400.000"
Seattle,119950,"Jennifer Bailey",872,DBA,24209801,JBAILEY,5,"1477526400.000"
"San Diego",117837,"Jordan Mcconnell",872,DBA,24209801,JMCCONNELL,10,"1477526400.000"
"Santa Rosa",122523,"Katrina Whitehead",872,DBA,24209801,KWHITEHEAD,3,"1477526400.000"
Denver,113684,"Kristi Hays",872,DBA,24209801,KHAYS,6,"1477526400.000"
"San Diego",128509,"Meredith Reilly",872,DBA,24209801,MREILLY,3,"1477526400.000"
"San Diego",118286,"Scott Wilkinson",872,"Occupational Therapist",24214159,SWILKINSON,4,"1477526400.000"
Honolulu,106932,"Margaret Walls",873,"Occupational Therapist",24214159,MWALLS,4,"1477526400.000"
Seattle,132100,"Courtney Randolph",874,"MedRec Audit",24209801,CRANDOLPH,7,"1477526400.000"
"San Francisco",133201,"David Fitzgerald",874,DBA,24209801,DFITZGERALD,8,"1477526400.000"
"San Francisco",135311,"Derek Salas",874,DBA,24209801,DSALAS,10,"1477526400.000"
"San Francisco",123475,"Rebekah Leonard",874,"Registered Nurse",24216185,RLEONARD,8,"1477526400.000"
Honolulu,126662,"Jay Bartlett",875,DBA,24209801,JBARTLETT,7,"1477526400.000"
Honolulu,138254,"Jessica Esparza",875,"Speech Therapist",24219154,JESPARZA,1,"1477526400.000"
"San Francisco",127250,"Marc Rangel",875,DBA,24209801,MRANGEL,0,"1477526400.000"
"Santa Rosa",100182,"Mark Kaiser",875,"Registered Nurse",24216185,MKAISER,7,"1477526400.000"
"San Francisco",103605,"Ryan Crosby",875,"Occupational Therapist",24214159,RCROSBY,8,"1477526400.000"
Honolulu,100706,"Vanessa Gilbert",875,"Registered Nurse",24216185,VGILBERT,3,"1477526400.000"
"San Francisco",107409,"Alejandro Zamora",876,"Occupational Therapist",24214159,AZAMORA,5,"1477526400.000"
"San Francisco",122648,"Alex Murillo",876,DBA,24209801,AMURILLO,6,"1477526400.000"
"San Diego",128633,"Dawn Cochran",876,DBA,24209801,DCOCHRAN,5,"1477526400.000"
Seattle,134273,"Jaime Chan",876,"Registered Nurse",24216185,JCHAN,4,"1477526400.000"
"Santa Rosa",105923,"Walter Gonzalez",876,"Registered Nurse",24216185,WGONZALEZ,9,"1477526400.000"
"Santa Rosa",109859,"Gina Brewer",877,DBA,24209801,GBREWER,8,"1477526400.000"
"Santa Rosa",121233,"Wendy Hodges",877,DBA,24209801,WHODGES,10,"1477526400.000"
"Santa Rosa",120145,"Anna Chen",878,"Registered Nurse",24216185,ACHEN,7,"1477526400.000"
Seattle,126837,"Bethany Villegas",878,DBA,24209801,BVILLEGAS,6,"1477526400.000"
